tic_id,obj_name,period_days,t0_bjd,depth_ppm,sde,status
1000920738242572,1SWASP J000920.73-824257.2,0.5298352983529835,2453866.71837963,1220527.9249780262,11.917507325209328,Unvetted Candidate
1000925858328108,1SWASP J000925.85-832810.8,1.060630606306063,2453867.6914259256,1333908.4128516198,15.124149057948785,Unvetted Candidate
1000926478327548,1SWASP J000926.47-832754.8,0.5099450994509945,2453867.150425926,1177520.41473334,12.478988944023994,Unvetted Candidate
1000932578154304,1SWASP J000932.57-815430.4,0.997839978399784,2453866.752935185,962443.3858516159,8.336675438725702,Unvetted Candidate
1000934278140348,1SWASP J000934.27-814034.8,0.997839978399784,2453866.752298611,1244607.1580892932,13.16689931272041,Unvetted Candidate
1000938818203110,1SWASP J000938.81-820311.0,0.5060450604506045,2453866.6849016985,13772091.161635531,94.83524748219976,Unvetted Candidate
1000951838323498,1SWASP J000951.83-832349.8,0.5099450994509945,2453867.150425926,1208719.8866356148,13.149033879135722,Unvetted Candidate
1000954368215446,1SWASP J000954.36-821544.6,0.5298352983529835,2453866.7183449073,55884409.340588905,29669.13846979175,Unvetted Candidate
1001001088216118,1SWASP J001001.08-821611.8,0.5298352983529835,2453866.7183449073,64853067.02069839,39956.24286891637,Unvetted Candidate
1001016488140123,1SWASP J001016.48-814012.3,0.997839978399784,2453866.752298611,1695324.0678209448,21.555927711997168,Unvetted Candidate
1001017258303431,1SWASP J001017.25-830343.1,0.7070920709207092,2453867.338402778,2149549.6080380552,39.274789898040744,Unvetted Candidate
1001027128211006,1SWASP J001027.12-821100.6,0.5298352983529835,2453866.7183333333,96782060.76862735,79617.52193628935,Unvetted Candidate
1001028828210542,1SWASP J001028.82-821054.2,0.5298352983529835,2453866.7183333333,108684142.05060495,106310.18459948467,Unvetted Candidate
1001029658210493,1SWASP J001029.65-821049.3,1.060630606306063,2453867.691333333,167529072.66183817,238560.91658895137,Unvetted Candidate
1001032448217055,1SWASP J001032.44-821705.5,0.5298352983529835,2453866.7183449073,88817403.62726074,67052.51509024588,Unvetted Candidate
1001032518245099,1SWASP J001032.51-824509.9,0.5953559535595356,2453867.2523796298,1191874.9177953529,9.233677827852915,Unvetted Candidate
1001036468349053,1SWASP J001036.46-834905.3,0.514040140401404,2453866.708449074,1997603.9261577078,33.91858228930585,Unvetted Candidate
1001037768259577,1SWASP J001037.76-825957.7,0.7453124531245312,2453866.7233912037,4352944.454659299,161.05906611546766,Unvetted Candidate
1001044428340202,1SWASP J001044.42-834020.2,0.997839978399784,2453866.7524375,2175166.785712492,28.388103274000894,Unvetted Candidate
